          X           Y               RA              DEC         m_B       err_B         m_V       err_V         m_R       err_R 
   4309.910    3819.230      308.8940800       60.1099037      26.495       0.085      25.912       0.028      25.400       0.042 
   3848.790    1445.870      308.9018405       60.1362118      25.879       0.069      25.695       0.036      25.499       0.072 
   2708.110     913.000      308.8819587       60.1458850      26.485       0.102      26.182       0.060      25.837       0.076 
   3263.380    2751.890      308.8800817       60.1247819      26.603       0.145      26.147       0.054      25.760       0.096 
   2780.330    1205.420      308.8813248       60.1425876      27.231       0.166      26.441       0.041      25.809       0.070 
   2408.780    2062.660      308.8673078       60.1350375      26.121       0.090      25.827       0.037      25.577       0.085 
   2337.080    3334.440      308.8565188       60.1220952      25.793       0.096      25.759       0.042      25.686       0.105 
   2050.950    1110.610      308.8668082       60.1462185      26.352       0.082      25.927       0.031      25.531       0.055 
   3038.850    2348.620      308.8783512       60.1297828      26.995       0.177      26.287       0.063      25.824       0.107 
   1036.100    4643.860      308.8198492       60.1132140      26.023       0.068      25.640       0.032      25.265       0.058 
   1047.640    1970.320      308.8396004       60.1409309      26.960       0.143      26.335       0.048      25.856       0.092 
   2729.560     919.950      308.8823552       60.1457350      25.937       0.069      25.732       0.033      25.496       0.060 
   2604.190    2845.840      308.8656562       60.1261986      27.132       0.149      26.430       0.060      25.864       0.086 
   2613.510    1223.560      308.8777136       60.1430048      27.906       0.266      27.298       0.096      26.750       0.120 
   2163.030    1104.660      308.8691892       60.1458736      27.798       0.251      27.339       0.091      26.777       0.095 
   1401.790    2049.500      308.8464075       60.1388255      25.962       0.073      25.810       0.040      25.593       0.068 
   1416.780    1588.560      308.8500881       60.1435565      25.971       0.066      25.728       0.037      25.475       0.062 
   1363.600     822.710      308.8545767       60.1517000      27.034       0.135      25.994       0.054      25.255       0.092 
   3299.710    3230.310      308.8773405       60.1196841      26.366       0.084      25.983       0.039      25.633       0.074 
   1014.170    1826.130      308.8399556       60.1425492      26.021       0.095      25.774       0.040      25.545       0.085 
   1035.460    1317.120      308.8441183       60.1477566      26.797       0.187      26.301       0.053      25.829       0.081 
   4496.710    3342.010      308.9014624       60.1141782      25.684       0.061      25.578       0.030      25.440       0.064 
   3662.270    1939.250      308.8943406       60.1317685      26.166       0.082      25.813       0.035      25.535       0.083 
   1114.070    1974.000      308.8409590       60.1406520      26.099       0.073      25.828       0.033      25.522       0.061 
   4258.280    4578.330      308.8874539       60.1022122      27.211       0.127      26.171       0.039      25.354       0.051 
   1159.330    1401.620      308.8460846       60.1464304      25.795       0.078      25.675       0.046      25.511       0.110 
   2276.670    3331.750      308.8552795       60.1223422      26.188       0.118      26.020       0.045      25.845       0.094 
   1816.420    2464.360      308.8520221       60.1330156      25.874       0.084      25.699       0.034      25.554       0.084 
    995.030    1833.140      308.8395052       60.1425458      25.736       0.083      25.643       0.035      25.523       0.081 
   1604.660    2124.120      308.8500927       60.1373154      26.597       0.113      26.141       0.051      25.732       0.082 
   2450.050    2132.760      308.8676557       60.1341601      26.206       0.092      25.961       0.038      25.736       0.086 
   1243.410    1977.840      308.8436282       60.1401434      27.673       0.231      26.880       0.068      26.233       0.101 
   2670.740    1499.150      308.8768907       60.1399364      26.288       0.100      25.921       0.059      25.581       0.077 
   3583.090    4022.710      308.8774521       60.1104304      25.728       0.055      25.626       0.029      25.425       0.052 
   2106.390    3782.020      308.8484423       60.1182850      27.373       0.150      26.429       0.040      25.767       0.077 
   1358.800     827.530      308.8544414       60.1516673      27.219       0.137      26.113       0.070      25.294       0.083 
   2004.900    2401.980      308.8564074       60.1329798      26.863       0.200      26.150       0.040      25.654       0.080 
   1561.210    1848.890      308.8511977       60.1403303      27.496       0.220      26.979       0.067      26.552       0.147 
    994.380    1153.280      308.8444585       60.1496065      25.566       0.060      25.524       0.041      25.400       0.086 
   2054.450    4127.670      308.8448364       60.1148848      27.104       0.137      26.204       0.035      25.461       0.045 
    981.540    1303.980      308.8430895       60.1480884      26.785       0.142      25.975       0.042      25.307       0.061 
   3312.980    3026.980      308.8791037       60.1217465      25.796       0.073      25.694       0.040      25.596       0.092 
   1211.980    1977.860      308.8429726       60.1402571      26.343       0.108      26.031       0.041      25.734       0.084 
   4316.980    3915.860      308.8935205       60.1088751      25.952       0.075      25.705       0.033      25.440       0.057 
   1724.170    4152.740      308.8377708       60.1158213      26.888       0.109      26.066       0.036      25.420       0.060 
   2173.220    4394.620      308.8453626       60.1116829      25.831       0.063      25.650       0.030      25.453       0.069 
   1305.920    2015.970      308.8446533       60.1395210      26.985       0.162      26.373       0.045      25.854       0.075 
    977.530    1735.350      308.8398545       60.1436244      27.173       0.222      26.559       0.065      26.040       0.107 
   3810.620    3642.750      308.8849698       60.1135485      25.977       0.073      25.715       0.034      25.448       0.059 
   1074.600    4596.040      308.8210002       60.1135712      25.845       0.058      25.578       0.034      25.329       0.073 
   1046.470    1638.720      308.8419983       60.1443779      26.435       0.107      26.088       0.070      25.752       0.110 
   1608.240    4640.120      308.8317990       60.1111810      25.750       0.055      25.536       0.037      25.297       0.070 
   3804.830    2696.870      308.8917676       60.1233872      26.252       0.084      25.799       0.037      25.413       0.062 
