         T         c12         c13         c14 
   1292.44  11.3315127  14.9518865  17.3855270 
   1293.04  11.3256590  14.9440351  17.3762848 
   1293.63  11.3198080  14.9361873  17.3670469 
   1294.23  11.3139597  14.9283431  17.3578132 
   1294.83  11.3081141  14.9205025  17.3485838 
   1295.42  11.3022712  14.9126655  17.3393586 
   1296.02  11.2964310  14.9048321  17.3301377 
   1296.62  11.2905934  14.8970023  17.3209210 
   1297.21  11.2847586  14.8891762  17.3117086 
   1297.81  11.2789264  14.8813536  17.3025005 
   1298.41  11.2730969  14.8735346  17.2932966 
   1299.01  11.2672702  14.8657193  17.2840969 
   1299.61  11.2614460  14.8579075  17.2749015 
   1300.20  11.2556246  14.8500994  17.2657104 
   1300.80  11.2498059  14.8422948  17.2565234 
   1301.40  11.2439898  14.8344938  17.2473407 
   1302.00  11.2381764  14.8266965  17.2381623 
   1302.60  11.2323657  14.8189027  17.2289881 
   1303.20  11.2265577  14.8111125  17.2198181 
   1303.80  11.2207523  14.8033259  17.2106523 
   1304.40  11.2149496  14.7955429  17.2014908 
   1305.00  11.2091496  14.7877634  17.1923335 
   1305.60  11.2033522  14.7799876  17.1831804 
   1306.21  11.1975575  14.7722153  17.1740316 
   1306.81  11.1917655  14.7644466  17.1648870 
   1307.41  11.1859762  14.7566815  17.1557466 
   1308.01  11.1801895  14.7489200  17.1466104 
   1308.61  11.1744055  14.7411620  17.1374784 
   1309.22  11.1686242  14.7334076  17.1283506 
   1309.82  11.1628455  14.7256568  17.1192271 
   1310.42  11.1570694  14.7179096  17.1101078 
   1311.03  11.1512961  14.7101659  17.1009926 
   1311.63  11.1455254  14.7024258  17.0918817 
   1312.24  11.1397573  14.6946892  17.0827750 
   1312.84  11.1339919  14.6869563  17.0736725 
   1313.44  11.1282292  14.6792268  17.0645741 
   1314.05  11.1224691  14.6715010  17.0554800 
   1314.66  11.1167117  14.6637787  17.0463901 
   1315.26  11.1109569  14.6560599  17.0373044 
   1315.87  11.1052047  14.6483447  17.0282228 
   1316.47  11.0994552  14.6406331  17.0191455 
   1317.08  11.0937084  14.6329250  17.0100723 
   1317.69  11.0879642  14.6252205  17.0010034 
   1318.29  11.0822227  14.6175195  16.9919386 
   1318.90  11.0764838  14.6098221  16.9828780 
   1319.51  11.0707475  14.6021282  16.9738216 
   1320.12  11.0650139  14.5944378  16.9647693 
   1320.72  11.0592829  14.5867510  16.9557213 
   1321.33  11.0535546  14.5790678  16.9466774 
   1321.94  11.0478289  14.5713880  16.9376377 
   1322.55  11.0421058  14.5637118  16.9286021 
   1323.16  11.0363854  14.5560392  16.9195707 
   1323.77  11.0306676  14.5483701  16.9105435 
   1324.38  11.0249524  14.5407045  16.9015205 
   1324.99  11.0192399  14.5330424  16.8925016 
   1325.60  11.0135300  14.5253839  16.8834869 
   1326.21  11.0078227  14.5177289  16.8744764 
   1326.82  11.0021181  14.5100774  16.8654700 
   1327.43  10.9964160  14.5024295  16.8564677 
   1328.04  10.9907167  14.4947851  16.8474696 
   1328.66  10.9850199  14.4871442  16.8384757 
   1329.27  10.9793257  14.4795068  16.8294859 
   1329.88  10.9736342  14.4718729  16.8205003 
   1330.49  10.9679453  14.4642426  16.8115188 
   1331.11  10.9622590  14.4566157  16.8025415 
   1331.72  10.9565754  14.4489924  16.7935683 
   1332.33  10.9508943  14.4413726  16.7845992 
   1332.95  10.9452159  14.4337563  16.7756343 
   1333.56  10.9395401  14.4261435  16.7666735 
   1334.17  10.9338669  14.4185342  16.7577169 
   1334.79  10.9281963  14.4109284  16.7487644 
   1335.40  10.9225283  14.4033262  16.7398160 
   1336.02  10.9168629  14.3957274  16.7308718 
   1336.63  10.9112002  14.3881321  16.7219317 
   1337.25  10.9055400  14.3805403  16.7129957 
   1337.87  10.8998825  14.3729520  16.7040638 
   1338.48  10.8942275  14.3653673  16.6951361 
   1339.10  10.8885752  14.3577860  16.6862124 
   1339.72  10.8829255  14.3502082  16.6772929 
   1340.33  10.8772783  14.3426339  16.6683776 
   1340.95  10.8716338  14.3350630  16.6594663 
   1341.57  10.8659919  14.3274957  16.6505591 
   1342.19  10.8603525  14.3199319  16.6416561 
   1342.80  10.8547158  14.3123715  16.6327571 
   1343.42  10.8490816  14.3048146  16.6238623 
   1344.04  10.8434501  14.2972612  16.6149716 
   1344.66  10.8378211  14.2897113  16.6060850 
   1345.28  10.8321948  14.2821649  16.5972025 
   1345.90  10.8265710  14.2746219  16.5883240 
   1346.52  10.8209498  14.2670824  16.5794497 
   1347.14  10.8153312  14.2595464  16.5705795 
   1347.76  10.8097152  14.2520138  16.5617134 
   1348.38  10.8041018  14.2444848  16.5528513 
   1349.00  10.7984909  14.2369591  16.5439934 
   1349.62  10.7928827  14.2294370  16.5351395 
   1350.25  10.7872770  14.2219183  16.5262898 
   1350.87  10.7816739  14.2144031  16.5174441 
   1351.49  10.7760734  14.2068914  16.5086025 
   1352.11  10.7704755  14.1993831  16.4997650 
   1352.74  10.7648801  14.1918782  16.4909315 
   1353.36  10.7592874  14.1843769  16.4821022 
   1353.98  10.7536972  14.1768789  16.4732769 
   1354.61  10.7481095  14.1693845  16.4644557 
   1355.23  10.7425245  14.1618935  16.4556385 
   1355.85  10.7369420  14.1544059  16.4468255 
   1356.48  10.7313621  14.1469218  16.4380165 
   1357.10  10.7257847  14.1394411  16.4292116 
   1357.73  10.7202100  14.1319639  16.4204107 
   1358.36  10.7146377  14.1244901  16.4116139 
   1358.98  10.7090681  14.1170198  16.4028211 
   1359.61  10.7035010  14.1095529  16.3940325 
   1360.23  10.6979365  14.1020894  16.3852478 
   1360.86  10.6923746  14.0946294  16.3764673 
   1361.49  10.6868152  14.0871728  16.3676907 
   1362.11  10.6812583  14.0797197  16.3589183 
   1362.74  10.6757041  14.0722700  16.3501499 
   1363.37  10.6701523  14.0648237  16.3413855 
   1364.00  10.6646032  14.0573808  16.3326252 
   1364.63  10.6590566  14.0499414  16.3238689 
   1365.25  10.6535125  14.0425054  16.3151167 
   1365.88  10.6479710  14.0350729  16.3063685 
   1366.51  10.6424321  14.0276437  16.2976243 
   1367.14  10.6368957  14.0202180  16.2888842 
   1367.77  10.6313619  14.0127957  16.2801481 
   1368.40  10.6258306  14.0053768  16.2714161 
   1369.03  10.6203018  13.9979614  16.2626881 
   1369.66  10.6147756  13.9905493  16.2539641 
   1370.29  10.6092520  13.9831407  16.2452441 
   1370.93  10.6037308  13.9757355  16.2365282 
   1371.56  10.5982123  13.9683336  16.2278163 
   1372.19  10.5926962  13.9609352  16.2191084 
   1372.82  10.5871827  13.9535402  16.2104046 
   1373.45  10.5816718  13.9461487  16.2017047 
   1374.09  10.5761634  13.9387605  16.1930089 
   1374.72  10.5706575  13.9313757  16.1843171 
   1375.35  10.5651541  13.9239943  16.1756293 
   1375.99  10.5596533  13.9166164  16.1669455 
   1376.62  10.5541551  13.9092418  16.1582657 
   1377.25  10.5486593  13.9018706  16.1495900 
   1377.89  10.5431661  13.8945028  16.1409182 
   1378.52  10.5376754  13.8871384  16.1322505 
   1379.16  10.5321873  13.8797774  16.1235867 
   1379.79  10.5267016  13.8724198  16.1149270 
   1380.43  10.5212185  13.8650656  16.1062712 
   1381.06  10.5157379  13.8577148  16.0976194 
   1381.70  10.5102599  13.8503674  16.0889717 
   1382.34  10.5047844  13.8430233  16.0803279 
   1382.97  10.4993113  13.8356826  16.0716881 
   1383.61  10.4938409  13.8283453  16.0630524 
   1384.25  10.4883729  13.8210114  16.0544206 
   1384.89  10.4829074  13.8136809  16.0457927 
   1385.52  10.4774445  13.8063537  16.0371689 
   1386.16  10.4719841  13.7990300  16.0285491 
   1386.80  10.4665262  13.7917095  16.0199332 
   1387.44  10.4610708  13.7843925  16.0113213 
   1388.08  10.4556179  13.7770789  16.0027134 
   1388.72  10.4501675  13.7697686  15.9941095 
   1389.36  10.4447196  13.7624616  15.9855095 
   1390.00  10.4392743  13.7551581  15.9769135 
   1390.64  10.4338314  13.7478579  15.9683215 
   1391.28  10.4283911  13.7405610  15.9597335 
   1391.92  10.4229533  13.7332676  15.9511494 
   1392.56  10.4175179  13.7259775  15.9425693 
   1393.20  10.4120851  13.7186907  15.9339931 
   1393.84  10.4066548  13.7114073  15.9254209 
   1394.49  10.4012270  13.7041273  15.9168527 
   1395.13  10.3958016  13.6968506  15.9082884 
   1395.77  10.3903788  13.6895773  15.8997281 
   1396.41  10.3849585  13.6823073  15.8911717 
   1397.06  10.3795406  13.6750407  15.8826193 
   1397.70  10.3741253  13.6677774  15.8740709 
   1398.35  10.3687125  13.6605174  15.8655263 
   1398.99  10.3633021  13.6532608  15.8569858 
   1399.63  10.3578942  13.6460076  15.8484491 
   1400.28  10.3524889  13.6387577  15.8399165 
   1400.92  10.3470860  13.6315111  15.8313877 
   1401.57  10.3416856  13.6242679  15.8228629 
   1402.22  10.3362877  13.6170280  15.8143421 
   1402.86  10.3308923  13.6097914  15.8058251 
   1403.51  10.3254993  13.6025582  15.7973121 
   1404.15  10.3201089  13.5953283  15.7888031 
   1404.80  10.3147209  13.5881017  15.7802979 
   1405.45  10.3093354  13.5808785  15.7717967 
   1406.10  10.3039524  13.5736586  15.7632995 
   1406.74  10.2985718  13.5664420  15.7548061 
   1407.39  10.2931938  13.5592288  15.7463167 
   1408.04  10.2878182  13.5520189  15.7378312 
   1408.69  10.2824451  13.5448122  15.7293496 
   1409.34  10.2770745  13.5376090  15.7208719 
   1409.99  10.2717063  13.5304090  15.7123982 
   1410.64  10.2663406  13.5232123  15.7039284 
   1411.29  10.2609774  13.5160190  15.6954624 
   1411.94  10.2556167  13.5088290  15.6870004 
   1412.59  10.2502584  13.5016423  15.6785423 
   1413.24  10.2449026  13.4944589  15.6700881 
   1413.89  10.2395492  13.4872788  15.6616378 
   1414.54  10.2341984  13.4801020  15.6531915 
   1415.19  10.2288500  13.4729285  15.6447490 
   1415.84  10.2235040  13.4657584  15.6363104 
   1416.50  10.2181605  13.4585915  15.6278757 
   1417.15  10.2128195  13.4514279  15.6194449 
   1417.80  10.2074809  13.4442677  15.6110180 
   1418.45  10.2021448  13.4371107  15.6025950 
   1419.11  10.1968112  13.4299570  15.5941759 
   1419.76  10.1914800  13.4228067  15.5857607 
   1420.41  10.1861512  13.4156596  15.5773494 
   1421.07  10.1808249  13.4085158  15.5689419 
   1421.72  10.1755011  13.4013753  15.5605384 
   1422.38  10.1701797  13.3942381  15.5521387 
   1423.03  10.1648608  13.3871042  15.5437429 
   1423.69  10.1595443  13.3799736  15.5353510 
   1424.35  10.1542302  13.3728462  15.5269630 
   1425.00  10.1489187  13.3657222  15.5185788 
   1425.66  10.1436095  13.3586014  15.5101985 
   1426.31  10.1383028  13.3514839  15.5018221 
   1426.97  10.1329986  13.3443697  15.4934495 
   1427.63  10.1276967  13.3372588  15.4850809 
   1428.29  10.1223974  13.3301511  15.4767161 
   1428.94  10.1171004  13.3230467  15.4683551 
   1429.60  10.1118059  13.3159456  15.4599980 
   1430.26  10.1065139  13.3088478  15.4516448 
   1430.92  10.1012243  13.3017532  15.4432955 
   1431.58  10.0959371  13.2946619  15.4349500 
   1432.24  10.0906523  13.2875739  15.4266083 
   1432.90  10.0853700  13.2804891  15.4182705 
   1433.56  10.0800901  13.2734076  15.4099366 
   1434.22  10.0748127  13.2663293  15.4016065 
   1434.88  10.0695377  13.2592544  15.3932803 
   1435.54  10.0642651  13.2521826  15.3849579 
   1436.20  10.0589949  13.2451142  15.3766393 
   1436.86  10.0537272  13.2380490  15.3683246 
   1437.53  10.0484619  13.2309870  15.3600138 
   1438.19  10.0431990  13.2239283  15.3517068 
   1438.85  10.0379385  13.2168729  15.3434036 
   1439.51  10.0326805  13.2098207  15.3351043 
   1440.18  10.0274249  13.2027718  15.3268087 
   1440.84  10.0221717  13.1957261  15.3185171 
   1441.50  10.0169209  13.1886836  15.3102292 
   1442.17  10.0116725  13.1816444  15.3019452 
   1442.83  10.0064266  13.1746085  15.2936651 
   1443.50  10.0011830  13.1675757  15.2853887 
   1444.16   9.9959419  13.1605463  15.2771162 
   1444.83   9.9907032  13.1535200  15.2688475 
   1445.49   9.9854669  13.1464970  15.2605826 
   1446.16   9.9802331  13.1394773  15.2523215 
   1446.83   9.9750016  13.1324607  15.2440643 
   1447.49   9.9697725  13.1254474  15.2358109 
   1448.16   9.9645459  13.1184374  15.2275613 
   1448.83   9.9593216  13.1114305  15.2193155 
   1449.49   9.9540998  13.1044269  15.2110735 
   1450.16   9.9488804  13.0974265  15.2028353 
   1450.83   9.9436633  13.0904294  15.1946009 
   1451.50   9.9384487  13.0834355  15.1863704 
   1452.17   9.9332365  13.0764448  15.1781436 
   1452.83   9.9280266  13.0694573  15.1699206 
   1453.50   9.9228192  13.0624730  15.1617015 
   1454.17   9.9176142  13.0554920  15.1534861 
   1454.84   9.9124115  13.0485141  15.1452746 
   1455.51   9.9072113  13.0415395  15.1370668 
   1456.18   9.9020135  13.0345681  15.1288628 
   1456.86   9.8968180  13.0275999  15.1206627 
   1457.53   9.8916250  13.0206349  15.1124663 
   1458.20   9.8864343  13.0136732  15.1042737 
   1458.87   9.8812460  13.0067146  15.0960849 
   1459.54   9.8760601  12.9997593  15.0878999 
   1460.21   9.8708766  12.9928071  15.0797186 
   1460.89   9.8656955  12.9858582  15.0715412 
   1461.56   9.8605168  12.9789124  15.0633675 
   1462.23   9.8553405  12.9719699  15.0551976 
   1462.91   9.8501665  12.9650305  15.0470315 
   1463.58   9.8449949  12.9580944  15.0388691 
   1464.25   9.8398257  12.9511614  15.0307105 
   1464.93   9.8346589  12.9442317  15.0225557 
   1465.60   9.8294945  12.9373051  15.0144047 
   1466.28   9.8243324  12.9303818  15.0062574 
   1466.95   9.8191727  12.9234616  14.9981140 
   1467.63   9.8140154  12.9165446  14.9899742 
   1468.31   9.8088605  12.9096308  14.9818383 
   1468.98   9.8037080  12.9027202  14.9737060 
   1469.66   9.7985578  12.8958127  14.9655776 
   1470.34   9.7934100  12.8889085  14.9574529 
   1471.01   9.7882645  12.8820074  14.9493320 
   1471.69   9.7831215  12.8751095  14.9412148 
   1472.37   9.7779808  12.8682148  14.9331014 
   1473.05   9.7728424  12.8613233  14.9249917 
   1473.73   9.7677065  12.8544349  14.9168858 
   1474.41   9.7625729  12.8475498  14.9087836 
   1475.08   9.7574416  12.8406678  14.9006852 
   1475.76   9.7523127  12.8337889  14.8925905 
   1476.44   9.7471862  12.8269132  14.8844996 
   1477.12   9.7420621  12.8200408  14.8764124 
   1477.80   9.7369403  12.8131714  14.8683289 
   1478.49   9.7318208  12.8063053  14.8602492 
   1479.17   9.7267038  12.7994423  14.8521732 
   1479.85   9.7215890  12.7925824  14.8441010 
   1480.53   9.7164767  12.7857257  14.8360324 
   1481.21   9.7113667  12.7788722  14.8279677 
   1481.89   9.7062590  12.7720219  14.8199066 
   1482.58   9.7011537  12.7651747  14.8118493 
   1483.26   9.6960507  12.7583306  14.8037957 
   1483.94   9.6909501  12.7514897  14.7957458 
   1484.63   9.6858519  12.7446520  14.7876996 
   1485.31   9.6807560  12.7378174  14.7796572 
   1485.99   9.6756624  12.7309860  14.7716185 
   1486.68   9.6705712  12.7241577  14.7635835 
   1487.36   9.6654823  12.7173325  14.7555522 
   1488.05   9.6603958  12.7105105  14.7475246 
   1488.73   9.6553116  12.7036917  14.7395008 
   1489.42   9.6502297  12.6968760  14.7314806 
   1490.11   9.6451502  12.6900634  14.7234642 
   1490.79   9.6400731  12.6832540  14.7154515 
   1491.48   9.6349982  12.6764477  14.7074425 
   1492.17   9.6299257  12.6696445  14.6994371 
   1492.85   9.6248556  12.6628445  14.6914355 
   1493.54   9.6197878  12.6560476  14.6834376 
   1494.23   9.6147223  12.6492539  14.6754434 
   1494.92   9.6096591  12.6424632  14.6674529 
   1495.61   9.6045983  12.6356757  14.6594661 
   1496.30   9.5995398  12.6288914  14.6514830 
   1496.99   9.5944836  12.6221101  14.6435035 
   1497.67   9.5894298  12.6153320  14.6355278 
   1498.36   9.5843783  12.6085570  14.6275557 
   1499.06   9.5793291  12.6017852  14.6195874 
   1499.75   9.5742822  12.5950164  14.6116227 
   1500.44   9.5692377  12.5882508  14.6036617 
   1501.13   9.5641955  12.5814883  14.5957044 
   1501.82   9.5591556  12.5747289  14.5877507 
   1502.51   9.5541180  12.5679726  14.5798008 
   1503.20   9.5490828  12.5612195  14.5718545 
   1503.90   9.5440499  12.5544694  14.5639119 
   1504.59   9.5390193  12.5477225  14.5559730 
   1505.28   9.5339910  12.5409787  14.5480377 
   1505.98   9.5289650  12.5342379  14.5401062 
   1506.67   9.5239413  12.5275003  14.5321783 
   1507.36   9.5189200  12.5207658  14.5242540 
   1508.06   9.5139009  12.5140344  14.5163334 
   1508.75   9.5088842  12.5073061  14.5084165 
   1509.45   9.5038698  12.5005809  14.5005033 
   1510.14   9.4988577  12.4938588  14.4925937 
   1510.84   9.4938479  12.4871398  14.4846878 
   1511.53   9.4888404  12.4804239  14.4767855 
   1512.23   9.4838352  12.4737111  14.4688869 
   1512.93   9.4788323  12.4670014  14.4609919 
   1513.62   9.4738317  12.4602948  14.4531006 
   1514.32   9.4688334  12.4535912  14.4452129 
   1515.02   9.4638375  12.4468908  14.4373289 
   1515.72   9.4588438  12.4401934  14.4294486 
   1516.42   9.4538524  12.4334992  14.4215719 
   1517.11   9.4488633  12.4268080  14.4136988 
   1517.81   9.4438766  12.4201199  14.4058294 
   1518.51   9.4388921  12.4134349  14.3979636 
   1519.21   9.4339099  12.4067529  14.3901014 
   1519.91   9.4289300  12.4000741  14.3822429 
   1520.61   9.4239524  12.3933983  14.3743881 
   1521.31   9.4189771  12.3867256  14.3665368 
   1522.01   9.4140041  12.3800560  14.3586892 
   1522.71   9.4090334  12.3733895  14.3508452 
   1523.42   9.4040649  12.3667260  14.3430049 
   1524.12   9.3990988  12.3600656  14.3351682 
   1524.82   9.3941349  12.3534082  14.3273351 
   1525.52   9.3891733  12.3467540  14.3195056 
   1526.22   9.3842140  12.3401028  14.3116798 
   1526.93   9.3792570  12.3334547  14.3038576 
   1527.63   9.3743023  12.3268096  14.2960390 
   1528.33   9.3693499  12.3201676  14.2882240 
   1529.04   9.3643997  12.3135286  14.2804126 
   1529.74   9.3594518  12.3068928  14.2726049 
   1530.45   9.3545062  12.3002599  14.2648008 
   1531.15   9.3495629  12.2936302  14.2570002 
   1531.86   9.3446218  12.2870035  14.2492033 
   1532.56   9.3396831  12.2803798  14.2414100 
   1533.27   9.3347466  12.2737592  14.2336203 
   1533.98   9.3298123  12.2671417  14.2258342 
   1534.68   9.3248804  12.2605272  14.2180518 
   1535.39   9.3199507  12.2539157  14.2102729 
   1536.10   9.3150233  12.2473073  14.2024976 
   1536.80   9.3100981  12.2407019  14.1947259 
   1537.51   9.3051753  12.2340996  14.1869578 
   1538.22   9.3002546  12.2275004  14.1791933 
   1538.93   9.2953363  12.2209041  14.1714324 
