         id               ra              dec      mag      type         n               re              phi            ratio     notes 
      12855       53.1807048      -27.7954255  23.5235    sersic     0.553            5.903           39.111           0.3849   comment 
      12856       53.1349014      -27.7944395   26.485    sersic     6.366            0.434          -46.669           0.0507   comment 
      12858       53.1516176      -27.7964320  22.3271    sersic     0.899            4.538            1.663           0.7100   comment 
      12859       53.1608665      -27.7944206  28.3382    sersic     0.512            1.555            3.745           0.0390   comment 
      12860       53.1223086      -27.7948980  23.2328    sersic     1.441            1.353           86.922           0.5134   comment 
      12861       53.1016786      -27.7944214  26.4669    sersic     0.440            0.926           25.685           0.5708   comment 
      12863       53.0879411      -27.7956356  22.4743    sersic     1.636            3.108          -46.339           0.4436   comment 
      12865       53.1835697      -27.7944146  26.0824    sersic     2.337            2.781           26.890           0.7389   comment 
      12867       53.0668810      -27.7946278  24.9481    sersic     1.528            0.965           13.289           0.4940   comment 
      12869       53.1075418      -27.7943998  26.7102    sersic     0.461            2.518           67.657           0.9252   comment 
      12871       53.1460661      -27.7944959  26.9999    sersic     4.998            0.705            5.302           0.4773   comment 
      12872       53.1754200      -27.7943522  27.2372    sersic     4.973           17.548           45.849           0.9225   comment 
      12874       53.0703024      -27.7947377  23.7325    sersic     2.724            2.639          -89.878           0.5203   comment 
      12877       53.0639153      -27.7943316  26.4051    sersic     0.346            2.067          -62.805           0.2015   comment 
      12880       53.1613296      -27.7957938  23.1664    sersic     2.069            1.703           46.133           0.4093   comment 
      12881       53.0694046      -27.7943935  26.1075    sersic     0.837            3.343          -29.575           0.3529   comment 
      12883       53.0678427      -27.7949515  24.8063    sersic     0.610            4.896          -23.899           0.1887   comment 
      12884       53.1496943      -27.7942915  28.2238    sersic     1.158            0.535           15.444           0.8589   comment 
      12885       53.1578198      -27.7975075  22.1465    sersic     2.233            7.623           51.941           0.9006   comment 
      12886       53.1278442      -27.7947960  23.2203    sersic     0.696            1.995           68.291           0.8487   comment 
      12887       53.1761932      -27.7961369  20.6976    sersic     0.484            6.250           88.656           0.7153   comment 
      12888       53.1561260      -27.7943346  27.1793    sersic     1.165            0.804          -26.150           0.0862   comment 
      12889       53.0850890      -27.7944461  25.1353    sersic     1.721            1.468           56.763           0.7272   comment 
      12891       53.1575112      -27.7953324  24.8636    sersic     3.985            3.490          -57.840           0.8073   comment 
      12893       53.1422421      -27.7954037  23.2572    sersic     1.336            4.176          -37.618           0.4645   comment 
      12894       53.0884317      -27.7945454  25.0561    sersic     1.060            2.545           15.556           0.6481   comment 
      12896       53.0817483      -27.7946464  24.3805    sersic     1.596            2.013          -23.613           0.2672   comment 
      12897       53.1935713      -27.7942064  26.8578    sersic     2.117            0.339          -28.069           0.9878   comment 
      12898       53.0668920      -27.7942249  26.3268    sersic     0.352            1.373          -32.078           0.4460   comment 
      12899       53.1044902      -27.7944323  25.2816    sersic     1.094            1.208           25.903           0.5669   comment 
      12900       53.0782905      -27.7957199  21.1782    sersic     3.313            1.696            8.039           0.7133   comment 
      12902       53.1419325      -27.7947731  24.2179    sersic     1.602            1.275          -15.236           0.6351   comment 
      12904       53.1612982      -27.7954771  23.0601    sersic     0.576            5.777          -14.172           0.2134   comment 
      12905       53.1439667      -27.7941748  27.3603    sersic     3.410            0.719           27.770           0.0786   comment 
      12906       53.1395654      -27.7944330  25.0015    sersic     0.542            2.708           32.344           0.8554   comment 
